Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,This is the amount collected for the container deposit fee set in the catalog/menu,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Tax Adjustment on Marketplace Facilitator Tax for this order,Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchant’s behalf,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Payment Mode,Order Channel,Order Status,Order date,Order Accept Time,Customer Uber-Membership Status,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Offer Redemption Fee,Bag Fee,Marketing Adjustment,Total Sales after Adjustments (incl tax),Marketplace Fee,Marketplace fee %,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Delivery Fee,Tax On Delivery Fee,Tips,Capital payments,Container Deposit Fee,Other payments description,Other payments,Marketplace Facilitator Tax Adjustment,Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Markup Amount,Markup Tax,Retailer Loyalty ID,Payout reference ID
McDonald's® (Michigan & Madison),493,#87F54,68ae1203-be5b-4e86-9884-ad1ec7e87f54,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/14/2025,11:21 AM,Uber One member,11.39,0.8,12.19,0,0,0,0,0,0,0,0,0,0,0,0,12.19,-1.82,16,0,0,0,0,0,0,0,0,0,,0,0,-0.8,0,9.57,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#A3DC0,9764896b-a294-4f72-94b7-bea61c3a3dc0,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/14/2025,1:49 PM,Uber One member,21.48,1.5,22.98,0,0,0,0,0,-5.35,-0.35,0,0,0,0,0,17.63,-2.64,16,0,0,0,0,0,0,0,0,0,,0,0,-1.15,0,13.84,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#CB494,d5220abc-f251-4cf7-b148-a085cf1cb494,Delivery - Partner Using Uber App,Digital,UberEats Android,Cancelled,8/14/2025,4:47 PM,Uber One member,41.36,2.9,44.26,0,0,0,0,0,0,0,0,0,0,0,0,44.26,-5.79,14,0,0,0,0,0,0,0,0,0,,0,0,-2.9,0,35.57,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#B823C,0cc74059-0f90-4e14-9237-baf93b9b823c,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/14/2025,6:16 PM,Uber One member,41.36,2.89,44.25,0,0,0,0,0,0,0,0,0,0,0,0,44.25,-6.62,16,0,0,0,0,0,0,0,0,0,,0,0,-2.89,0,34.74,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#0AC33,41e2aaff-e7e8-483b-a24c-878600c0ac33,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/14/2025,7:15 PM,Non-member,7.39,0.52,7.91,0,0,0,0,0,0,0,0,0,0,0,0,7.91,-1.03,14,0,0,0,0,0,0,0,0,0,,0,0,-0.52,0,6.36,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#27FFF,f0f226f9-6512-4352-8ed4-856a5e127fff,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/14/2025,8:15 PM,Uber One member,20.78,1.46,22.24,0,0,0,0,0,-5.35,-0.35,0,0,0,0,0,16.89,-2.52,16,0,0,0,0,0,0,0,0,0,,0,0,-1.11,0,13.26,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#EEE66,84994c61-03b1-4566-bdf9-186063beee66,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/14/2025,10:17 PM,Non-member,38.72,2.72,41.44,0,0,0,0,0,0,0,0,0,0,0,0,41.44,-5.42,14,0,0,0,0,0,0,0,0,0,,0,0,-2.72,0,33.3,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#60AD8,e4f7f1a1-adba-4a72-b8c3-741dd5a60ad8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Unfulfilled,8/15/2025,3:59 AM,Non-member,16.46,1.15,17.61,0,0,0,0,0,0,0,0,0,0,0,0,17.61,-2.3,14,0,0,0,0,0,0,0,0,0,,0,0,-1.15,0,14.16,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#35E99,1a4e03a9-e37d-42e1-b3ec-57e02f335e99,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/15/2025,6:48 AM,Uber One member,25.08,1.75,26.83,0,0,0,0,0,0,0,0,0,0,0,0,26.83,-4.01,16,0,0,0,0,0,0,0,0,0,,0,0,-1.75,0,21.07,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#D4781,eab8feeb-34bf-49ef-b009-7de61f5d4781,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/15/2025,4:48 PM,Uber One member,18.97,1.33,20.3,0,0,0,0,0,0,0,0,0,0,0,0,20.3,-3.04,16,0,0,0,0,0,0,0,0,0,,0,0,-1.33,0,15.93,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#DD83F,fbd690ad-acb6-4b8a-a211-13526acdd83f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/15/2025,5:25 PM,Uber One member,22.57,1.58,24.15,0,0,0,0,0,-5.35,-0.35,0,0,0,0,0,18.8,-2.81,16,0,0,0,0,0,0,0,0,0,,0,0,-1.23,0,14.76,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#5960F,c322028f-1e85-41b6-afa8-779c0a95960f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/15/2025,9:02 PM,Uber One member,17.46,1.23,18.69,0,0,0,0,0,0,0,0,0,0,0,0,18.69,-2.79,16,0,0,0,0,0,0,0,0,0,,0,0,-1.23,0,14.67,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#DE7E9,93a22972-2f86-47c3-aaab-2ff93cade7e9,Delivery - Partner Using Uber App,Digital,Postmates Android,Completed,8/16/2025,12:23 AM,Uber One member,4.96,0.34,5.3,0,0,0,0,0,0,0,0,0,0,0,0,5.3,-0.79,16,0,0,0,0,0,0,0,0,0,,0,0,-0.34,0,4.17,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#C8943,95cec208-78e3-4e29-a998-191b21cc8943,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/16/2025,1:51 AM,Uber One member,33.08,2.31,35.39,0,0,0,0,0,0,0,0,0,0,0,0,35.39,-5.29,16,0,0,0,0,0,0,0,0,0,,0,0,-2.31,0,27.79,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#C8943,95cec208-78e3-4e29-a998-191b21cc8943,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,8/16/2025,1:51 AM,Uber One member,0,0,0,-21.58,-1.51,-23.09,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,1.51,0,-21.58,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#C8943,95cec208-78e3-4e29-a998-191b21cc8943,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,8/16/2025,1:51 AM,Uber One member,0,0,0,21.58,0,21.58,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,21.58,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#01A61,29ebb428-bbd9-4a67-acc7-acb603f01a61,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/16/2025,7:44 AM,Non-member,12.58,0.88,13.46,0,0,0,0,0,0,0,0,0,0,0,0,13.46,-1.76,14,0,0,0,0,0,0,0,0,0,,0,0,-0.88,0,10.82,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#01321,7d3f3c86-f367-45aa-b0b2-5b6e84101321,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/16/2025,9:55 AM,Non-member,16.98,1.19,18.17,0,0,0,0,0,0,0,0,0,0,0,0,18.17,-2.38,14,0,0,0,0,0,0,0,0,0,,0,0,-1.19,0,14.6,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#7ADB7,35085ce0-11f9-43dd-a110-90bfa9d7adb7,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/16/2025,4:47 PM,Uber One member,41.36,2.89,44.25,0,0,0,0,0,0,0,0,0,0,0,0,44.25,-6.62,16,0,0,0,0,0,0,0,0,0,,0,0,-2.89,0,34.74,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#1E197,5d011c67-c7b3-4052-94be-7ddb0121e197,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/16/2025,5:27 PM,Non-member,7.39,0.52,7.91,0,0,0,0,0,0,0,0,0,0,0,0,7.91,-1.03,14,0,0,0,0,0,0,0,0,0,,0,0,-0.52,0,6.36,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#89F96,7848b2a6-2d9b-40d2-9c5c-505f05589f96,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,8/16/2025,11:56 PM,Uber One member,50.32,3.52,53.84,0,0,0,0,0,0,0,0,0,0,0,0,53.84,-8.05,16,0,0,0,0,0,0,0,0,0,,0,0,-3.52,0,42.27,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#94CF3,3483ce4f-8634-4ad5-85f9-7dc704194cf3,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,8/17/2025,8:33 AM,Uber One member,17.95,1.26,19.21,0,0,0,0,0,0,0,0,0,0,0,0,19.21,-2.87,16,0,0,0,0,0,0,0,0,0,,0,0,-1.26,0,15.08,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#4F890,e2f7b432-0afe-4f04-9490-8f845974f890,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/17/2025,5:26 PM,Uber One member,25.57,1.79,27.36,0,0,0,0,0,-5.36,-0.36,0,0,0,0,0,22,-3.29,16,0,0,0,0,0,0,0,0,0,,0,0,-1.43,0,17.28,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#0B0A6,7a41ef4f-a3f3-4159-a869-005cbbf0b0a6,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/17/2025,8:30 PM,Uber One member,16.78,1.17,17.95,0,0,0,0,0,0,0,0,0,0,0,0,17.95,-2.68,16,0,0,0,0,0,0,0,0,0,,0,0,-1.17,0,14.1,8/18/2025,0,0,,09AVZJL0HPY4SEQ
McDonald's® (Michigan & Madison),493,#FF314,79ddb74e-9227-407a-95cc-3d6e651ff314,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/18/2025,11:17 AM,Non-member,14.48,1.02,15.5,0,0,0,0,0,0,0,0,0,0,0,0,15.5,-2.03,14,0,0,0,0,0,0,0,0,0,,0,0,-1.02,0,12.45,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#E0EB4,8eabd19f-9969-4871-a65b-ed12bd4e0eb4,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/18/2025,1:20 PM,Uber One member,27.46,1.92,29.38,0,0,0,0,0,-5.35,-0.35,0,0,0,0,0,24.03,-3.59,16,0,0,0,0,0,0,0,0,0,,0,0,-1.57,0,18.87,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#E0EB4,8eabd19f-9969-4871-a65b-ed12bd4e0eb4,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,8/18/2025,1:20 PM,Uber One member,0,0,0,-4.65,-0.33,-4.98,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.33,0,-4.65,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#F13B1,3e580ac3-cbdd-415c-adb5-30863d2f13b1,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/18/2025,3:15 PM,Non-member,3.29,0.23,3.52,0,0,0,0,0,0,0,0,0,0,0,0,3.52,-0.46,14,0,0,0,0,0,0,0,0,0,,0,0,-0.23,0,2.83,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#120AA,9f3efddf-300d-416a-b653-7a6e03d120aa,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/18/2025,3:22 PM,Uber One member,17.95,1.25,19.2,0,0,0,0,0,0,0,0,0,0,0,0,19.2,-2.87,16,0,0,0,0,0,0,0,0,0,,0,0,-1.25,0,15.08,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#58C03,3366df49-5718-4dac-b480-923a62e58c03,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/18/2025,3:55 PM,Non-member,18.17,1.27,19.44,0,0,0,0,0,0,0,0,0,0,0,0,19.44,-2.54,14,0,0,0,0,0,0,0,0,0,,0,0,-1.27,0,15.63,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#AB85A,4c8890da-e3af-41fc-8658-b60a9d2ab85a,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/18/2025,3:56 PM,Uber One member,20.68,1.45,22.13,0,0,0,0,0,-5.35,-0.35,0,0,0,0,0,16.78,-2.51,16,0,0,0,0,0,0,0,0,0,,0,0,-1.1,0,13.17,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#37ADD,6eb584bc-5a62-4363-bca1-4247d7037add,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/18/2025,5:48 PM,Non-member,12.68,0.89,13.57,0,0,0,0,0,0,0,0,0,0,0,0,13.57,-1.78,14,0,0,0,0,0,0,0,0,0,,0,0,-0.89,0,10.9,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#5E944,d1d21d8e-09f8-4810-9164-b8d0fd95e944,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/18/2025,7:45 PM,Uber One member,86.46,6.05,92.51,0,0,0,0,0,-5.35,-0.35,0,0,0,0,0,87.16,-13.03,16,0,0,0,0,0,0,0,0,0,,0,0,-5.7,0,68.43,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#7DFEC,04512a3b-0f9c-4f65-8635-d6b9f467dfec,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/19/2025,6:24 AM,Non-member,9.29,0.65,9.94,0,0,0,0,0,0,0,0,0,0,0,0,9.94,-1.3,14,0,0,0,0,0,0,0,0,0,,0,0,-0.65,0,7.99,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#A23B2,f77a8bc3-9eae-4ef1-9f35-9e6a352a23b2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/19/2025,9:54 AM,Uber One member,15.86,1.11,16.97,0,0,0,0,0,0,0,0,0,0,0,0,16.97,-2.54,16,0,0,0,0,0,0,0,0,0,,0,0,-1.11,0,13.32,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#02C68,12291220-3d0c-4279-b6dc-fc67e5702c68,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/19/2025,5:09 PM,Uber One member,20.42,1.43,21.85,0,0,0,0,0,0,0,0,0,0,0,0,21.85,-3.27,16,0,0,0,0,0,0,0,0,0,,0,0,-1.43,0,17.15,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#A90CC,76469ce9-56a3-40ee-8f34-fc6c340a90cc,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/20/2025,7:11 AM,Non-member,7.58,0.53,8.11,0,0,0,0,0,0,0,0,0,0,0,0,8.11,-1.06,14,0,0,0,0,0,0,0,0,0,,0,0,-0.53,0,6.52,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#899DF,294fdbe3-046c-4b9e-8169-ffb835a899df,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/21/2025,1:46 PM,Non-member,34.98,2.45,37.43,0,0,0,0,0,0,0,0,0,0,0,0,37.43,-4.9,14,0,0,0,0,0,0,0,0,0,,0,0,-2.45,0,30.08,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#31B6F,7c7793ec-789d-4515-8353-a5fd5dd31b6f,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/21/2025,1:49 PM,Uber One member,27.46,1.92,29.38,0,0,0,0,0,-5.35,-0.35,0,0,0,0,0,24.03,-3.59,16,0,0,0,0,0,0,0,0,0,,0,0,-1.57,0,18.87,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#226EE,052a21fe-2fa5-414c-88e7-5d26bac226ee,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/21/2025,10:39 PM,Non-member,21.85,1.53,23.38,0,0,0,0,0,-5.35,-0.35,0,0,0,0,0,18.03,-2.36,14,0,0,0,0,0,0,0,0,0,,0,0,-1.18,0,14.49,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#43028,1a78e3d3-8d06-4488-ad12-b52abc543028,Delivery - Partner Using Uber App,Unknown,UberEats Android,Completed,8/21/2025,11:49 PM,Uber One member,53.66,3.76,57.42,0,0,0,0,0,0,0,0,0,0,0,0,57.42,-8.59,16,0,0,0,0,0,0,0,0,0,,0,0,-3.76,0,45.07,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#A68EF,8bfd032d-7fb0-4499-b8ed-5a72ae7a68ef,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/22/2025,12:07 AM,Non-member,3.89,0.27,4.16,0,0,0,0,0,0,0,0,0,0,0,0,4.16,-0.54,14,0,0,0,0,0,0,0,0,0,,0,0,-0.27,0,3.35,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#10CA7,6dfbb4e5-54b8-456f-8e31-5e40d2010ca7,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/22/2025,2:32 AM,Non-member,10.49,0.74,11.23,0,0,0,0,0,0,0,0,0,0,0,0,11.23,-1.47,14,0,0,0,0,0,0,0,0,0,,0,0,-0.74,0,9.02,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#C8B12,fee97570-9f31-4998-8d0e-ea1a19cc8b12,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/22/2025,9:21 AM,Non-member,13.69,0.96,14.65,0,0,0,0,0,0,0,0,0,0,0,0,14.65,-1.92,14,0,0,0,0,0,0,0,0,0,,0,0,-0.96,0,11.77,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#C8B12,fee97570-9f31-4998-8d0e-ea1a19cc8b12,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund,8/22/2025,9:21 AM,Non-member,0,0,0,-5.99,-0.42,-6.41,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0.42,0,-5.99,8/25/2025,0,0,,7IBNX1XUWPHWQIJ
McDonald's® (Michigan & Madison),493,#C8B12,fee97570-9f31-4998-8d0e-ea1a19cc8b12,Delivery - Partner Using Uber App,Digital,UberEats Unknown,Refund Disputed,8/22/2025,9:21 AM,Non-member,0,0,0,5.99,0,5.99,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,5.99,9/2/2025,0,0,,VMCT2N3CA35ND64
