Granularity,Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,Total Missing or Incorrect Orders,Missing/Incorrect %,Total Error Charges,Total Cancelled Orders,Total Cancellation Rate %,Total Avoidable Cancellations,Avoidable Cancellation Rate %,Point of Sale Error Rate %,Average Avoidable Dasher Wait,Average Dasher Wait,Average Delivery Time (ASAP),Uptime %,Downtime %,Total Downtime in Minutes,Average Rating,Total Number of Ratings Received in Period of Time,Total 1 Star Ratings,Total 5 Star Ratings,Number of Dislikes,Number of Loved,Percentage of Loved,Currency,Average ASAP Minutes
Day of 2026-05-18,2026-05-18,2026-05-18,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,19,18,0,0.00,0.00,1,5.26,1,5.26,0.00,4.17,4.79,16.16,100.0,0.0,0,NULL,1,NULL,NULL,0,1,100.00,USD,16.16
Day of 2026-05-17,2026-05-17,2026-05-17,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,104,101,10,9.62,109.10,3,2.88,2,1.92,0.00,6.52,7.73,30.90,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,30.90
Day of 2026-05-17,2026-05-17,2026-05-17,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,50,49,3,6.00,29.27,1,2.00,0,0.00,0.00,4.92,6.05,22.37,100.0,0.0,0,NULL,1,NULL,NULL,0,1,100.00,USD,22.37
Day of 2026-05-17,2026-05-17,2026-05-17,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,30,27,3,10.00,14.91,3,10.00,2,6.67,0.00,3.77,4.64,16.35,95.53,4.47,59,NULL,3,NULL,NULL,0,1,33.33,USD,16.35
Day of 2026-05-16,2026-05-16,2026-05-16,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,96,93,8,8.33,64.44,3,3.13,2,2.08,0.00,4.47,5.70,28.44,100.0,0.0,0,NULL,2,NULL,NULL,0,1,50.00,USD,28.44
Day of 2026-05-16,2026-05-16,2026-05-16,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,50,50,1,2.00,11.58,0,0.00,0,0.00,0.00,4.70,6.29,23.51,97.45,2.55,29,NULL,1,NULL,NULL,0,0,0.00,USD,23.51
Day of 2026-05-16,2026-05-16,2026-05-16,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,22,21,2,9.09,8.83,1,4.55,0,0.00,0.00,4.39,5.98,23.03,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,23.03
Day of 2026-05-15,2026-05-15,2026-05-15,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,104,102,9,8.65,78.00,2,1.92,1,0.96,0.00,4.68,5.49,23.53,100.0,0.0,0,NULL,7,NULL,NULL,3,0,0.00,USD,23.53
Day of 2026-05-15,2026-05-15,2026-05-15,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,61,60,3,4.92,35.53,1,1.64,1,1.64,0.00,5.18,7.23,23.22,100.0,0.0,0,NULL,4,NULL,NULL,0,3,75.00,USD,23.22
Day of 2026-05-15,2026-05-15,2026-05-15,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,31,24,0,0.00,0.00,7,22.58,0,0.00,0.00,3.40,4.47,19.34,93.77,6.23,71,NULL,3,NULL,NULL,0,0,0.00,USD,19.34
Day of 2026-05-14,2026-05-14,2026-05-14,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,45,43,0,0.00,0.00,2,4.44,1,2.22,0.00,3.73,4.27,21.23,100.0,0.0,0,NULL,2,NULL,NULL,0,0,0.00,USD,21.23
Day of 2026-05-14,2026-05-14,2026-05-14,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,37,37,3,8.11,23.48,0,0.00,0,0.00,0.00,4.63,6.10,21.10,100.0,0.0,0,NULL,2,NULL,NULL,1,1,50.00,USD,21.10
Day of 2026-05-14,2026-05-14,2026-05-14,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,16,16,1,6.25,2.36,0,0.00,0,0.00,0.00,3.23,4.55,16.25,100.0,0.0,0,NULL,2,NULL,NULL,0,2,100.00,USD,16.25
Day of 2026-05-13,2026-05-13,2026-05-13,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,43,42,3,6.98,8.01,1,2.33,0,0.00,0.00,5.15,5.48,20.94,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,20.94
Day of 2026-05-13,2026-05-13,2026-05-13,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,42,39,0,0.00,0.00,3,7.14,3,7.14,2.38,5.15,6.12,21.70,98.23,1.77,17,NULL,2,NULL,NULL,0,0,0.00,USD,21.70
Day of 2026-05-13,2026-05-13,2026-05-13,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,21,21,1,4.76,2.07,0,0.00,0,0.00,0.00,3.76,5.05,16.98,100.0,0.0,0,NULL,4,NULL,NULL,0,1,25.00,USD,16.98
Day of 2026-05-12,2026-05-12,2026-05-12,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,40,39,4,10.00,21.40,1,2.50,0,0.00,0.00,3.49,4.33,19.09,100.0,0.0,0,NULL,4,NULL,NULL,1,0,0.00,USD,19.09
Day of 2026-05-12,2026-05-12,2026-05-12,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,39,37,1,2.56,6.16,2,5.13,0,0.00,0.00,3.24,4.20,19.55,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,19.55
Day of 2026-05-12,2026-05-12,2026-05-12,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,20,20,1,5.00,2.69,0,0.00,0,0.00,0.00,2.89,3.51,18.30,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,18.30
Day of 2026-05-11,2026-05-11,2026-05-11,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,43,38,2,4.65,16.87,5,11.63,3,6.98,0.00,5.89,7.57,25.31,95.73,4.27,41,NULL,1,NULL,NULL,0,0,0.00,USD,25.31
Day of 2026-05-11,2026-05-11,2026-05-11,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,45,45,2,4.44,5.39,0,0.00,0,0.00,0.00,3.72,4.68,20.86,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,20.86
Day of 2026-05-11,2026-05-11,2026-05-11,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,15,15,0,0.00,0.00,0,0.00,0,0.00,0.00,3.52,4.32,17.83,100.0,0.0,0,NULL,4,NULL,NULL,2,1,25.00,USD,17.83
Day of 2026-05-10,2026-05-10,2026-05-10,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,72,72,5,6.94,33.49,0,0.00,0,0.00,0.00,5.53,6.27,23.61,100.0,0.0,0,NULL,2,NULL,NULL,0,2,100.00,USD,23.61
Day of 2026-05-10,2026-05-10,2026-05-10,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,57,57,4,7.02,24.00,0,0.00,0,0.00,1.75,3.97,5.39,22.56,100.0,0.0,0,NULL,1,NULL,NULL,0,1,100.00,USD,22.56
Day of 2026-05-10,2026-05-10,2026-05-10,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,24,24,1,4.17,9.44,0,0.00,0,0.00,0.00,5.07,8.62,24.88,96.59,3.41,45,NULL,1,NULL,NULL,1,0,0.00,USD,24.88
Day of 2026-05-09,2026-05-09,2026-05-09,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,83,81,5,6.02,67.60,2,2.41,0,0.00,0.00,4.14,4.68,27.43,97.22,2.78,40,NULL,8,NULL,NULL,3,1,12.50,USD,27.43
Day of 2026-05-09,2026-05-09,2026-05-09,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,69,68,2,2.90,13.39,1,1.45,1,1.45,0.00,3.80,5.40,22.66,100.0,0.0,0,NULL,3,NULL,NULL,1,2,66.67,USD,22.66
Day of 2026-05-09,2026-05-09,2026-05-09,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,32,30,2,6.25,26.60,2,6.25,0,0.00,0.00,4.69,5.44,19.99,98.77,1.23,14,NULL,2,NULL,NULL,2,0,0.00,USD,19.99
Day of 2026-05-08,2026-05-08,2026-05-08,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,99,96,8,8.08,42.35,3,3.03,1,1.01,1.01,4.07,4.89,22.99,100.0,0.0,0,NULL,5,NULL,NULL,2,2,40.00,USD,22.99
Day of 2026-05-08,2026-05-08,2026-05-08,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,73,73,3,4.11,20.99,0,0.00,0,0.00,0.00,3.98,5.32,22.29,100.0,0.0,0,NULL,5,NULL,NULL,1,2,40.00,USD,22.29
Day of 2026-05-08,2026-05-08,2026-05-08,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,27,24,2,7.41,9.33,3,11.11,3,11.11,0.00,4.38,5.63,20.52,98.1,1.9,25,NULL,4,NULL,NULL,0,2,50.00,USD,20.52
Day of 2026-05-07,2026-05-07,2026-05-07,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,49,49,1,2.04,3.39,0,0.00,0,0.00,0.00,4.49,5.86,23.07,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,23.07
Day of 2026-05-07,2026-05-07,2026-05-07,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,61,61,4,6.56,12.00,0,0.00,0,0.00,0.00,3.47,4.56,21.83,100.0,0.0,0,NULL,3,NULL,NULL,0,2,66.67,USD,21.83
Day of 2026-05-07,2026-05-07,2026-05-07,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,35,35,2,5.71,15.37,0,0.00,0,0.00,0.00,4.33,5.55,20.82,100.0,0.0,0,NULL,2,NULL,NULL,1,0,0.00,USD,20.82
Day of 2026-05-06,2026-05-06,2026-05-06,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,68,67,6,8.82,28.28,1,1.47,0,0.00,0.00,3.60,4.33,20.00,100.0,0.0,0,NULL,3,NULL,NULL,0,1,33.33,USD,20.00
Day of 2026-05-06,2026-05-06,2026-05-06,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,54,54,2,3.70,6.02,0,0.00,0,0.00,0.00,4.78,5.94,21.90,98.95,1.05,12,NULL,5,NULL,NULL,1,2,40.00,USD,21.90
Day of 2026-05-06,2026-05-06,2026-05-06,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,18,18,2,11.11,10.54,0,0.00,0,0.00,0.00,4.02,4.99,22.58,100.0,0.0,0,NULL,1,NULL,NULL,0,1,100.00,USD,22.58
Day of 2026-05-05,2026-05-05,2026-05-05,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,45,44,5,11.11,16.71,1,2.22,0,0.00,0.00,5.35,6.01,19.45,97.37,2.63,30,NULL,0,NULL,NULL,0,0,0.00,USD,19.45
Day of 2026-05-05,2026-05-05,2026-05-05,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,63,62,4,6.35,15.17,1,1.59,1,1.59,0.00,3.15,4.34,18.17,100.0,0.0,0,NULL,3,NULL,NULL,0,1,33.33,USD,18.17
Day of 2026-05-05,2026-05-05,2026-05-05,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,22,22,0,0.00,0.00,0,0.00,0,0.00,0.00,3.51,5.34,18.01,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,18.01
Day of 2026-05-04,2026-05-04,2026-05-04,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,52,52,1,1.92,3.31,0,0.00,0,0.00,0.00,4.68,5.38,21.27,100.0,0.0,0,NULL,3,NULL,NULL,2,0,0.00,USD,21.27
Day of 2026-05-04,2026-05-04,2026-05-04,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,44,43,1,2.27,12.87,1,2.27,0,0.00,0.00,3.87,4.89,24.38,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,24.38
Day of 2026-05-04,2026-05-04,2026-05-04,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,20,20,2,10.00,4.79,0,0.00,0,0.00,0.00,3.04,4.22,16.01,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,16.01
Day of 2026-05-03,2026-05-03,2026-05-03,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,84,81,9,10.71,49.39,3,3.57,0,0.00,0.00,6.05,6.74,28.20,97.92,2.08,30,NULL,1,NULL,NULL,1,0,0.00,USD,28.20
Day of 2026-05-03,2026-05-03,2026-05-03,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,55,55,3,5.45,14.92,0,0.00,0,0.00,0.00,4.14,5.04,23.38,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,23.38
Day of 2026-05-03,2026-05-03,2026-05-03,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,31,27,3,9.68,19.53,4,12.90,2,6.45,0.00,3.44,4.78,19.77,99.32,0.68,9,NULL,2,NULL,NULL,2,0,0.00,USD,19.77
Day of 2026-05-02,2026-05-02,2026-05-02,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,94,86,10,10.64,39.53,8,8.51,4,4.26,2.13,4.46,5.60,26.96,94.02,5.98,86,NULL,2,NULL,NULL,0,0,0.00,USD,26.96
Day of 2026-05-02,2026-05-02,2026-05-02,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,95,92,8,8.42,24.90,3,3.16,1,1.05,0.00,3.92,5.42,26.76,100.0,0.0,0,NULL,5,NULL,NULL,0,3,60.00,USD,26.76
Day of 2026-05-02,2026-05-02,2026-05-02,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,32,31,1,3.13,3.08,1,3.13,0,0.00,0.00,4.27,4.98,20.88,100.0,0.0,0,NULL,3,NULL,NULL,1,0,0.00,USD,20.88
Day of 2026-05-01,2026-05-01,2026-05-01,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,106,105,12,11.32,70.45,1,0.94,0,0.00,0.00,4.64,5.33,26.33,100.0,0.0,0,NULL,5,NULL,NULL,0,1,20.00,USD,26.33
Day of 2026-05-01,2026-05-01,2026-05-01,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,55,55,2,3.64,15.92,0,0.00,0,0.00,0.00,3.79,4.99,21.08,100.0,0.0,0,NULL,3,NULL,NULL,1,0,0.00,USD,21.08
Day of 2026-05-01,2026-05-01,2026-05-01,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,31,28,1,3.23,3.26,3,9.68,0,0.00,6.45,4.51,6.05,19.14,99.12,0.88,10,NULL,2,NULL,NULL,0,0,0.00,USD,19.14
Day of 2026-04-30,2026-04-30,2026-04-30,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,57,57,10,17.54,30.36,0,0.00,0,0.00,0.00,4.12,5.15,22.95,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,22.95
Day of 2026-04-30,2026-04-30,2026-04-30,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,48,47,4,8.33,32.62,1,2.08,0,0.00,0.00,4.36,5.37,22.71,100.0,0.0,0,NULL,3,NULL,NULL,1,1,33.33,USD,22.71
Day of 2026-04-30,2026-04-30,2026-04-30,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,20,19,0,0.00,0.00,1,5.00,0,0.00,0.00,2.62,3.77,18.96,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,18.96
Day of 2026-04-29,2026-04-29,2026-04-29,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,61,60,3,4.92,22.96,1,1.64,0,0.00,0.00,8.45,6.27,23.38,97.37,2.63,30,NULL,3,NULL,NULL,0,1,33.33,USD,23.38
Day of 2026-04-29,2026-04-29,2026-04-29,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,41,41,4,9.76,42.79,0,0.00,0,0.00,0.00,3.54,5.44,19.31,100.0,0.0,0,NULL,1,NULL,NULL,0,1,100.00,USD,19.31
Day of 2026-04-29,2026-04-29,2026-04-29,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,19,19,0,0.00,0.00,0,0.00,0,0.00,0.00,2.78,3.45,18.48,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,18.48
Day of 2026-04-28,2026-04-28,2026-04-28,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,49,49,4,8.16,21.94,0,0.00,0,0.00,0.00,7.56,8.33,23.05,97.37,2.63,30,NULL,4,NULL,NULL,1,1,25.00,USD,23.05
Day of 2026-04-28,2026-04-28,2026-04-28,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,46,46,3,6.52,30.66,0,0.00,0,0.00,0.00,4.88,7.02,23.21,97.37,2.63,30,NULL,3,NULL,NULL,0,1,33.33,USD,23.21
Day of 2026-04-28,2026-04-28,2026-04-28,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,21,20,0,0.00,0.00,1,4.76,0,0.00,0.00,3.27,4.45,19.66,100.0,0.0,0,NULL,1,NULL,NULL,0,1,100.00,USD,19.66
Day of 2026-04-27,2026-04-27,2026-04-27,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,57,57,2,3.51,7.54,0,0.00,0,0.00,0.00,4.99,7.08,23.31,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,23.31
Day of 2026-04-27,2026-04-27,2026-04-27,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,35,35,5,14.29,18.28,0,0.00,0,0.00,0.00,6.21,6.99,24.26,97.37,2.63,30,NULL,2,NULL,NULL,0,1,50.00,USD,24.26
Day of 2026-04-27,2026-04-27,2026-04-27,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,15,15,0,0.00,0.00,0,0.00,0,0.00,0.00,3.76,4.97,18.17,100.0,0.0,0,NULL,3,NULL,NULL,1,0,0.00,USD,18.17
Day of 2026-04-26,2026-04-26,2026-04-26,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,99,93,5,5.05,42.75,6,6.06,4,4.04,0.00,7.36,8.04,31.94,87.84,12.16,175,NULL,6,NULL,NULL,3,0,0.00,USD,31.94
Day of 2026-04-26,2026-04-26,2026-04-26,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,60,57,3,5.00,37.24,3,5.00,1,1.67,0.00,3.61,4.59,22.08,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,22.08
Day of 2026-04-26,2026-04-26,2026-04-26,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,27,26,0,0.00,0.00,1,3.70,1,3.70,0.00,4.15,5.40,19.29,91.21,8.79,116,NULL,1,NULL,NULL,0,0,0.00,USD,19.29
Day of 2026-04-25,2026-04-25,2026-04-25,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,100,96,12,12.00,71.18,4,4.00,1,1.00,0.00,5.70,6.46,26.65,100.0,0.0,0,NULL,6,NULL,NULL,0,2,33.33,USD,26.65
Day of 2026-04-25,2026-04-25,2026-04-25,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,64,64,2,3.13,12.55,0,0.00,0,0.00,3.13,3.45,5.32,20.83,100.0,0.0,0,NULL,3,NULL,NULL,0,1,33.33,USD,20.83
Day of 2026-04-25,2026-04-25,2026-04-25,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,35,35,4,11.43,22.66,0,0.00,0,0.00,0.00,3.16,4.06,19.46,99.09,0.91,12,NULL,2,NULL,NULL,0,1,50.00,USD,19.46
Day of 2026-04-24,2026-04-24,2026-04-24,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,82,81,8,9.76,35.36,1,1.22,0,0.00,2.44,4.73,5.52,26.57,100.0,0.0,0,NULL,4,NULL,NULL,2,2,50.00,USD,26.57
Day of 2026-04-24,2026-04-24,2026-04-24,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,65,63,4,6.15,17.88,2,3.08,0,0.00,1.54,3.45,4.72,21.12,100.0,0.0,0,NULL,2,NULL,NULL,0,2,100.00,USD,21.12
Day of 2026-04-24,2026-04-24,2026-04-24,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,21,21,2,9.52,25.17,0,0.00,0,0.00,4.76,5.74,6.89,25.37,100.0,0.0,0,NULL,3,NULL,NULL,1,0,0.00,USD,25.37
Day of 2026-04-23,2026-04-23,2026-04-23,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,42,42,1,2.38,1.84,0,0.00,0,0.00,0.00,5.77,7.01,23.12,100.0,0.0,0,NULL,5,NULL,NULL,1,0,0.00,USD,23.12
Day of 2026-04-23,2026-04-23,2026-04-23,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,34,34,3,8.82,22.78,0,0.00,0,0.00,0.00,4.26,5.33,20.56,100.0,0.0,0,NULL,5,NULL,NULL,0,3,60.00,USD,20.56
Day of 2026-04-23,2026-04-23,2026-04-23,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,24,24,0,0.00,0.00,0,0.00,0,0.00,0.00,3.75,4.85,16.96,99.65,0.35,4,NULL,1,NULL,NULL,0,1,100.00,USD,16.96
Day of 2026-04-22,2026-04-22,2026-04-22,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,35,34,0,0.00,0.00,1,2.86,0,0.00,0.00,4.43,5.09,20.25,100.0,0.0,0,NULL,3,NULL,NULL,1,1,33.33,USD,20.25
Day of 2026-04-22,2026-04-22,2026-04-22,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,43,43,2,4.65,13.93,0,0.00,0,0.00,0.00,3.76,4.64,19.97,100.0,0.0,0,NULL,8,NULL,NULL,1,4,50.00,USD,19.97
Day of 2026-04-22,2026-04-22,2026-04-22,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,15,15,0,0.00,0.00,0,0.00,0,0.00,0.00,3.43,4.64,17.46,100.0,0.0,0,NULL,2,NULL,NULL,0,1,50.00,USD,17.46
Day of 2026-04-21,2026-04-21,2026-04-21,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,45,43,5,11.11,10.81,2,4.44,1,2.22,0.00,4.91,6.07,22.67,100.0,0.0,0,NULL,1,NULL,NULL,1,0,0.00,USD,22.67
Day of 2026-04-21,2026-04-21,2026-04-21,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,34,34,1,2.94,11.64,0,0.00,0,0.00,0.00,2.31,3.01,22.27,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,22.27
Day of 2026-04-21,2026-04-21,2026-04-21,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,22,22,0,0.00,0.00,0,0.00,0,0.00,0.00,3.70,4.27,19.21,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,19.21
Day of 2026-04-20,2026-04-20,2026-04-20,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,36,36,3,8.33,29.28,0,0.00,0,0.00,5.56,5.45,6.09,22.44,100.0,0.0,0,NULL,4,NULL,NULL,1,3,75.00,USD,22.44
Day of 2026-04-20,2026-04-20,2026-04-20,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,51,51,5,9.80,29.67,0,0.00,0,0.00,0.00,4.01,5.17,20.76,100.0,0.0,0,NULL,4,NULL,NULL,2,1,25.00,USD,20.76
Day of 2026-04-20,2026-04-20,2026-04-20,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,16,16,1,6.25,5.57,0,0.00,0,0.00,0.00,3.42,4.66,18.33,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,18.33
Day of 2026-04-19,2026-04-19,2026-04-19,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,114,104,5,4.39,19.79,10,8.77,1,0.88,12.28,5.28,5.91,38.23,97.96,2.04,19,NULL,0,NULL,NULL,0,0,0.00,USD,38.23
Day of 2026-04-19,2026-04-19,2026-04-19,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,52,49,3,5.77,10.72,3,5.77,1,1.92,0.00,3.70,5.55,25.52,100.0,0.0,0,NULL,4,NULL,NULL,2,1,25.00,USD,25.52
Day of 2026-04-19,2026-04-19,2026-04-19,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,35,31,1,2.86,6.23,4,11.43,4,11.43,2.86,7.88,9.21,25.61,97.88,2.12,28,NULL,0,NULL,NULL,0,0,0.00,USD,25.61
Day of 2026-04-18,2026-04-18,2026-04-18,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,91,76,8,8.79,60.81,15,16.48,3,3.30,14.29,4.39,5.39,35.89,97.29,2.71,39,NULL,2,NULL,NULL,1,0,0.00,USD,35.89
Day of 2026-04-18,2026-04-18,2026-04-18,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,66,61,3,4.55,7.13,5,7.58,0,0.00,0.00,3.96,5.00,20.17,100.0,0.0,0,NULL,5,NULL,NULL,2,2,40.00,USD,20.17
Day of 2026-04-18,2026-04-18,2026-04-18,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,32,32,1,3.13,8.16,0,0.00,0,0.00,0.00,3.87,5.51,22.41,97.37,2.63,30,NULL,1,NULL,NULL,0,0,0.00,USD,22.41
Day of 2026-04-17,2026-04-17,2026-04-17,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,82,79,5,6.10,16.61,3,3.66,2,2.44,0.00,4.91,5.85,26.64,97.08,2.92,42,NULL,6,NULL,NULL,0,2,33.33,USD,26.64
Day of 2026-04-17,2026-04-17,2026-04-17,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,64,64,6,9.38,44.88,0,0.00,0,0.00,0.00,3.95,4.99,22.48,100.0,0.0,0,NULL,3,NULL,NULL,0,1,33.33,USD,22.48
Day of 2026-04-17,2026-04-17,2026-04-17,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,37,33,3,8.11,11.00,4,10.81,0,0.00,2.70,3.95,4.67,17.71,99.39,0.61,7,NULL,0,NULL,NULL,0,0,0.00,USD,17.71
Day of 2026-04-16,2026-04-16,2026-04-16,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,51,51,4,7.84,24.73,0,0.00,0,0.00,0.00,4.63,5.64,22.10,99.56,0.44,5,NULL,3,NULL,NULL,0,1,33.33,USD,22.10
Day of 2026-04-16,2026-04-16,2026-04-16,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,50,50,4,8.00,22.99,0,0.00,0,0.00,0.00,3.75,4.71,20.77,100.0,0.0,0,NULL,5,NULL,NULL,2,2,40.00,USD,20.77
Day of 2026-04-16,2026-04-16,2026-04-16,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,24,24,2,8.33,9.03,0,0.00,0,0.00,0.00,4.61,5.36,18.60,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,18.60
Day of 2026-04-15,2026-04-15,2026-04-15,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,36,34,3,8.33,15.20,2,5.56,1,2.78,0.00,5.30,6.10,22.18,100.0,0.0,0,NULL,3,NULL,NULL,1,0,0.00,USD,22.18
Day of 2026-04-15,2026-04-15,2026-04-15,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,38,38,3,7.89,17.92,0,0.00,0,0.00,2.63,4.00,4.59,19.29,100.0,0.0,0,NULL,2,NULL,NULL,0,1,50.00,USD,19.29
Day of 2026-04-15,2026-04-15,2026-04-15,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,21,21,0,0.00,0.00,0,0.00,0,0.00,0.00,2.66,3.35,17.58,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,17.58
Day of 2026-04-14,2026-04-14,2026-04-14,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,51,50,4,7.84,13.65,1,1.96,0,0.00,0.00,5.02,5.80,22.20,100.0,0.0,0,NULL,5,NULL,NULL,2,0,0.00,USD,22.20
